Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
141,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,24,1995,33.3,5,0.15,4,1,0,0,0,1,0.03,1,0,0,0,0,0,Matches
142,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,30,1989,4.4,4,0.91,3,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches
143,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,23,1995,29.6,36,1.22,24,3,0,4,5,6,0.20,2,1,0,1,2,0,Matches
144,Hugo Duro\Hugo-Duro,es ESP,FWMF,Getafe,19,1999,4.0,4,1.30,2,0,0,0,2,2,0.65,1,0,0,0,1,0,Matches
145,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,25,1994,16.3,8,0.49,6,0,0,1,1,3,0.18,2,0,0,1,0,0,Matches
146,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,25,1993,23.6,2,0.09,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Adri Embarba\Adri-Embarba,es ESP,MFFW,Espanyol,27,1992,14.2,31,2.18,17,4,4,2,4,4,0.28,4,0,0,0,0,0,Matches
148,Emerson\Emerson,br BRA,DF,Betis,20,1999,30.5,53,1.79,44,0,2,2,5,6,0.20,5,0,0,0,1,0,Matches
149,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Leganés,22,1997,15.4,22,1.43,14,0,2,3,3,4,0.26,3,0,0,1,0,0,Matches
150,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,22,1997,8.6,4,0.52,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
151,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,29,1990,20.6,18,0.88,12,0,0,3,3,5,0.24,3,0,0,1,1,0,Matches
152,Javier Eraso\Javier-Eraso,es ESP,MFFW,Leganés,29,1990,9.1,12,1.43,8,3,0,0,1,0,0.00,0,0,0,0,0,0,Matches
153,Gonzalo Escalante\Gonzalo-Escalante,ar ARG,MF,Eibar,26,1993,18.6,17,0.91,10,1,1,1,4,3,0.16,1,0,0,0,2,0,Matches
154,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,23,1995,3.0,2,0.67,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,29,1989,8.6,12,1.40,9,0,2,1,0,1,0.12,0,0,0,1,0,0,Matches
156,Bernardo Espinosa\Bernardo-Espinosa,co COL,DF,Espanyol,30,1989,25.1,8,0.32,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,Esquerdo\Esquerdo,es ESP,MF,Valencia,20,1999,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Osasuna,21,1998,32.8,74,2.25,63,6,3,2,0,10,0.30,7,2,0,1,0,0,Matches
159,Oghenekaro Etebo\Oghenekaro-Etebo,ng NGA,MF,Getafe,23,1995,6.4,7,1.10,6,0,0,1,0,1,0.16,1,0,0,0,0,0,Matches
160,Beñat Etxebarria\Benat-Etxebarria,es ESP,MF,Athletic Club,32,1987,4.4,12,2.74,2,10,0,0,0,1,0.23,1,0,0,0,0,0,Matches
161,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,31,1987,16.1,5,0.31,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
162,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,22,1996,25.4,39,1.60,28,0,3,6,2,3,0.12,2,0,0,1,0,0,Matches
163,Fabricio\Fabricio,es ESP,GK,Mallorca,31,1987,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Fayçal Fajr\Faycal-Fajr,ma MAR,MF,Getafe,30,1988,4.5,18,4.09,12,6,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Eliseo Falcon\Eliseo-Falcon,es ESP,DFMF,Levante,22,1997,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Ansu Fati\Ansu-Fati,es ESP,FWDF,Barcelona,16,2002,10.6,36,3.41,22,2,7,2,3,3,0.28,1,0,2,0,0,0,Matches
167,Aleix Febas\Aleix-Febas,es ESP,MF,Mallorca,23,1996,18.0,41,2.28,34,0,1,0,6,5,0.28,4,0,0,0,1,0,Matches
168,Zouhair Feddal\Zouhair-Feddal,ma MAR,DF,Betis,30,1989,15.9,11,0.74,9,0,0,2,0,4,0.27,3,0,0,1,0,0,Matches
169,Ljubomir Fejsa\Ljubomir-Fejsa,rs SRB,MF,Alavés,30,1988,8.4,2,0.25,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
170,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,26,1993,28.3,102,3.72,61,2,14,11,14,11,0.40,6,0,0,1,4,0,Matches
171,Felipe\Felipe,br BRA,DF,Atlético Madrid,30,1989,22.4,12,0.56,6,0,1,5,0,2,0.09,0,0,0,2,0,0,Matches
172,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,19,1999,19.0,50,2.63,30,2,4,6,8,4,0.21,1,1,1,0,1,0,Matches
173,Matheus Fernandes\Matheus-Fernandes,br BRA,MF,Valladolid,21,1998,1.8,,,,,,,,,,,,,,,,Matches
174,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,28,1991,36.0,4,0.11,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,32,1986,3.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
176,Carlos Fernández\Carlos-Fernandez,es ESP,FWMF,Granada,23,1996,23.6,41,1.77,25,1,4,6,5,9,0.39,4,0,1,1,3,0,Matches
177,Gabriel Fernández\Gabriel-Fernandez,uy URU,FWMF,Celta Vigo,25,1994,6.2,3,0.49,2,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
178,Joaquín Fernández\Joaquin-Fernandez,es ESP,MFDF,Valladolid,23,1996,18.4,14,0.76,12,1,0,0,1,2,0.11,1,0,0,0,1,0,Matches
179,Fernando\Fernando,br BRA,MF,Sevilla,32,1987,29.5,30,1.02,26,0,1,3,0,3,0.10,3,0,0,0,0,0,Matches
180,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Espanyol,28,1991,6.4,9,1.41,9,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,22,1996,11.3,15,1.33,14,0,1,0,0,3,0.27,2,0,1,0,0,0,Matches
182,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFMF,Valencia,28,1991,7.4,7,0.95,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
183,Hernâni Fortes\Hernani-Fortes,pt POR,MFFW,Levante,27,1991,6.5,20,3.06,12,1,5,0,2,0,0.00,0,0,0,0,0,0,Matches
184,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,26,1993,12.4,11,0.88,10,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Valladolid,22,1997,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,28,1991,5.0,4,0.79,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
187,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,32,1986,9.8,22,2.25,16,0,1,3,2,3,0.31,1,0,0,1,1,0,Matches
188,Enric Gallego\Enric-Gallego,es ESP,FW,Getafe,32,1986,1.8,2,1.10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
189,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,32,1987,16.6,30,1.81,23,0,2,2,3,6,0.36,5,0,1,0,0,0,Matches
190,Fran Gámez\Fran-Gamez,es ESP,DF,Mallorca,28,1991,19.6,24,1.22,19,2,1,1,1,1,0.05,1,0,0,0,0,0,Matches
191,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,32,1986,16.0,4,0.25,4,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
192,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,29,1990,32.7,23,0.71,18,3,1,1,0,1,0.03,1,0,0,0,0,0,Matches
193,David García\David-Garcia,es ESP,DF,Osasuna,25,1994,30.0,16,0.53,14,2,0,0,0,1,0.03,1,0,0,0,0,0,Matches
194,Javi García\Javi-Garcia,es ESP,MF,Betis,32,1987,4.0,1,0.25,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
195,Manu García\Manu-Garcia,es ESP,MF,Alavés,33,1986,21.2,7,0.34,4,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
196,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,30,1989,11.2,16,1.42,11,2,1,2,0,3,0.27,1,0,0,2,0,0,Matches
197,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,33,1986,30.9,41,1.37,30,1,0,2,8,4,0.13,1,1,0,0,2,0,Matches
198,Raúl García\Raul-Garcia,es ESP,DF,Getafe,30,1989,2.7,5,1.85,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,26,1993,24.3,98,4.03,51,35,4,6,2,7,0.29,5,1,1,0,0,0,Matches
200,Unai García\Unai-Garcia,es ESP,DF,Osasuna,27,1992,6.0,2,0.34,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
201,Víctor García\Victor-Garcia,es ESP,FW,Valladolid,22,1997,1.0,1,1.55,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
202,Manuel Garrido\Manuel-Garrido,es ESP,FW,Leganés,18,2000,0.8,1,7.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,28,1990,21.8,31,1.42,26,2,0,2,1,3,0.14,2,0,0,1,0,0,Matches
204,José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil,es ESP,DF,Granada,26,1993,13.2,5,0.39,2,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
205,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,29,1989,7.5,25,3.33,8,13,3,1,0,2,0.27,1,0,0,1,0,0,Matches
206,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,22,1996,23.0,29,1.26,24,0,0,2,3,3,0.13,3,0,0,0,0,0,Matches
207,Moi Gómez\Moi-Gomez,es ESP,FWMF,Villarreal,25,1994,25.4,60,2.36,46,2,3,5,4,10,0.39,6,0,1,1,2,0,Matches
208,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,27,1992,7.9,5,0.72,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
209,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,30,1989,16.7,14,0.84,12,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
210,Bruno González\Bruno-Gonzalez,es ESP,DF,Levante,29,1990,5.1,3,0.59,3,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
211,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,29,1990,2.0,1,0.50,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Édgar González\Edgar-Gonzalez,es ESP,MF,Betis,22,1997,7.6,3,0.43,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,22,1996,7.4,13,1.77,10,1,0,0,2,0,0.00,0,0,0,0,0,0,Matches
214,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,32,1987,5.3,18,3.42,7,6,1,3,1,0,0.00,0,0,0,0,0,0,Matches
215,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Barcelona,28,1991,28.3,59,2.08,52,1,0,3,3,10,0.35,9,0,0,1,0,0,Matches
216,Andrés Guardado\Andres-Guardado,mx MEX,MF,Betis,32,1986,22.7,55,2.42,46,4,3,1,1,5,0.22,4,0,1,0,0,0,Matches
217,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,28,1991,28.5,45,1.61,32,0,5,1,7,5,0.18,3,0,2,0,0,0,Matches
218,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MFDF,Sevilla,27,1991,12.5,7,0.61,6,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
219,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,22,1996,13.8,45,3.25,28,0,10,0,7,6,0.43,4,0,2,0,0,0,Matches
220,Adrián Guerrero\Adrian-Guerrero,es ESP,DF,Valencia,21,1998,1.4,2,1.43,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
221,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,22,1997,10.4,16,1.53,15,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,John Guidetti\John-Guidetti,se SWE,FW,Alavés,27,1992,1.1,2,1.87,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
223,Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,19,2000,5.5,1,0.18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Ismael Gutiérrez\Ismael-Gutierrez,es ESP,MF,Betis,18,2000,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Munir El Haddadi\Munir-El-Haddadi,es ESP,FW,Sevilla,23,1995,13.1,37,2.86,24,2,3,3,5,4,0.31,3,0,0,0,1,0,Matches
226,Eden Hazard\Eden-Hazard,be BEL,FWMF,Real Madrid,28,1991,12.0,48,4.01,39,0,4,0,5,8,0.67,5,0,0,0,3,0,Matches
227,Mario Hermoso\Mario-Hermoso,es ESP,DF,Atlético Madrid,24,1995,13.5,7,0.52,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
228,Aridane Hernández\Aridane-Hernandez,gq EQG,DF,Osasuna,30,1989,29.0,9,0.31,8,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Javier Hernández\Javier-Hernandez,mx MEX,FW,Sevilla,31,1988,5.0,9,1.81,7,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
230,Juan Hernández\Juan-Hernandez,es ESP,FWMF,Celta Vigo,24,1994,1.0,4,4.19,2,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Héctor Herrera\Hector-Herrera,mx MEX,MF,Atlético Madrid,29,1990,11.5,35,3.07,26,7,0,0,2,3,0.26,3,0,0,0,0,0,Matches
232,Sergio Herrera\Sergio-Herrera,es ESP,GK,Osasuna,26,1993,18.4,5,0.27,3,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Yangel Herrera\Yangel-Herrera,ve VEN,MF,Granada,21,1998,25.3,43,1.73,30,0,3,2,8,9,0.36,6,0,1,0,2,0,Matches
234,Iago Herrerín\Iago-Herrerin,es ESP,GK,Athletic Club,31,1988,3.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Pablo Hervías\Pablo-Hervias,es ESP,MFFW,Valladolid,26,1993,11.1,28,2.68,12,7,3,2,4,2,0.19,0,0,0,0,2,0,Matches
236,Robert Ibáñez\Robert-Ibanez,es ESP,MFFW,Osasuna,26,1993,6.0,12,2.01,7,0,2,1,2,1,0.17,1,0,0,0,0,0,Matches
237,Vicente Iborra\Vicente-Iborra,es ESP,MF,Villarreal,31,1988,28.7,24,0.83,20,2,0,1,1,3,0.10,2,0,0,0,1,0,Matches
238,Borja Iglesias\Borja-Iglesias,es ESP,FW,Betis,26,1993,21.1,26,1.29,23,0,2,0,1,4,0.20,3,0,0,0,1,0,Matches
239,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,29,1990,2.4,2,0.83,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
240,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,31,1988,21.3,44,2.14,34,0,5,2,3,4,0.19,3,0,0,0,1,0,Matches
241,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,19,1999,16.0,29,1.84,21,0,4,2,2,4,0.25,1,0,1,2,0,0,Matches
242,Isco\Isco,es ESP,FWMF,Real Madrid,27,1992,12.1,39,3.22,32,0,1,3,3,5,0.41,2,0,0,1,2,0,Matches
243,Ander Iturraspe\Ander-Iturraspe,es ESP,MF,Espanyol,30,1989,2.7,3,1.12,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Jacobo\Jacobo,es ESP,DF,Celta Vigo,22,1997,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,24,1995,12.8,51,3.98,26,9,6,4,6,5,0.39,3,1,0,1,0,0,Matches
246,Jason\Jason,es ESP,MF,Getafe,25,1994,12.3,35,2.94,18,11,1,2,3,7,0.59,2,3,0,1,1,0,Matches
247,Joaquín\Joaquin,es ESP,MFFW,Betis,38,1981,22.1,100,4.69,80,11,6,1,2,10,0.47,9,0,1,0,0,0,Matches
248,Frenkie de Jong\Frenkie-de-Jong,nl NED,MF,Barcelona,22,1997,23.1,48,2.07,45,0,1,0,2,8,0.35,7,0,0,0,1,0,Matches
249,Luuk de Jong\Luuk-de-Jong,nl NED,FW,Sevilla,28,1990,22.1,32,1.45,23,0,2,5,1,6,0.27,1,0,1,2,1,1,Matches
250,Joan Jordán\Joan-Jordan,es ESP,MF,Sevilla,25,1994,24.0,68,2.93,42,13,5,3,5,7,0.30,5,1,0,0,1,0,Matches
251,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,27,1991,22.0,41,1.95,32,0,3,3,3,4,0.19,2,0,1,1,0,0,Matches
252,Joselu\Joselu,es ESP,FW,Alavés,29,1990,29.9,54,1.87,33,0,2,9,10,12,0.42,6,0,0,5,1,0,Matches
253,Luka Jović\Luka-Jovic,rs SRB,FW,Real Madrid,21,1997,4.4,6,1.35,4,0,0,2,0,2,0.45,2,0,0,0,0,0,Matches
254,Juanmi\Juanmi,es ESP,FWMF,Betis,26,1993,2.9,2,0.78,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,David Juncà\David-Junca,es ESP,DF,Celta Vigo,25,1993,2.9,3,1.05,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Lago Junior\Lago-Junior,ci CIV,MFFW,Mallorca,28,1990,23.7,41,1.75,33,0,4,3,1,2,0.09,2,0,0,0,0,0,Matches
257,Vinicius Júnior\Vinicius-Junior,br BRA,FWMF,Real Madrid,19,2000,14.2,56,3.96,38,0,11,5,2,6,0.42,4,0,1,0,1,0,Matches
258,Lee Kangin\Lee-Kangin,kr KOR,MFFW,Valencia,18,2001,4.8,12,2.49,11,1,0,0,0,2,0.41,2,0,0,0,0,0,Matches
259,Wilfrid Kaptoum\Wilfrid-Kaptoum,cm CMR,MF,Betis,23,1996,2.2,2,0.93,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Kenedy\Kenedy,br BRA,MFDF,Getafe,23,1996,6.5,18,2.76,12,2,2,2,0,3,0.46,3,0,0,0,0,0,Matches
261,Kike\Kike,es ESP,FW,Eibar,29,1989,18.6,31,1.66,18,0,0,6,7,3,0.16,1,0,0,1,1,0,Matches
262,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,20,1999,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
263,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,25,1993,4.0,4,1.01,2,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
264,Koke\Koke,es ESP,MF,Atlético Madrid,27,1992,29.0,91,3.25,58,26,0,3,4,8,0.29,8,0,0,0,0,0,Matches
265,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,26,1993,20.0,17,0.85,14,0,1,1,1,1,0.05,1,0,0,0,0,0,Matches
266,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,20,1998,24.7,14,0.59,10,1,2,1,0,3,0.13,2,0,0,1,0,0,Matches
267,Leonardo Koutris\Leonardo-Koutris,gr GRE,DF,Mallorca,24,1995,1.0,4,3.87,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,İsmail Köybaşı\Ismail-Koybasi,tr TUR,DFFW,Granada,30,1989,2.6,5,1.95,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,29,1990,29.1,102,3.50,60,32,2,5,3,7,0.24,4,3,0,0,0,0,Matches
270,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Mallorca,18,2001,25.3,84,3.45,53,4,12,3,12,17,0.70,11,0,2,1,3,0,Matches
271,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,29,1989,29.0,14,0.50,14,0,0,0,0,3,0.11,3,0,0,0,0,0,Matches
272,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,19,2000,3.6,3,0.82,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Larra\Larra,es ESP,FWMF,Athletic Club,21,1997,2.8,4,1.44,0,1,0,1,2,1,0.36,0,0,0,0,1,0,Matches
274,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,21,1997,4.5,5,1.11,5,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
275,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,22,1996,25.6,9,0.37,9,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
276,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,27,1991,18.3,24,1.31,17,0,3,3,1,2,0.11,1,0,0,1,0,0,Matches
277,Iñigo Lekue\Inigo-Lekue,es ESP,DFFW,Athletic Club,26,1993,5.9,11,1.86,6,1,3,1,0,2,0.34,1,0,1,0,0,0,Matches
278,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,23,1995,10.3,18,1.76,9,4,2,3,0,1,0.10,1,0,0,0,0,0,Matches
279,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,24,1995,26.4,14,0.53,14,0,0,0,0,3,0.11,3,0,0,0,0,0,Matches
280,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,32,1986,20.9,62,3.09,31,25,4,1,1,4,0.20,3,1,0,0,0,0,Matches
